,Precio,Título,Combustible,Año,kilometraje,Cambio,Potencia,B
892,17850,Renault Clio 1.3 TCE Techno 140cv 5P S/S,Gasolina,2022,17500,Manual,140,Gasolina
893,8990,Renault Clio 2018,Gasolina,2018,83800,Manual,90,Gasolina
894,3000,Renault Scenic 2005,Diésel,2005,148200,Manual,120,Diésel
895,16000,Renault Master 2009,Diésel,2009,270000,Manual,150,Diésel
896,3700,Renault Master 2005,Diésel,2005,500000,Manual,100,Diésel
897,9500,Renault ZOE 2015,,2015,53000,Automático,88,Eléctrico
898,649,Renault Scenic 2001,Diésel,2001,22999,Manual,105,Diésel
899,8900,Renault Kangoo 1.5DCI 75CV,Diésel,2017,119000,Manual,75,Diésel
900,1999,Renault Express 1991,Gasolina,1991,262319,Manual,60,Gasolina
902,17181,Renault Clio Techno TCe 103 kW (140 CV),Gasolina,2023,4804,Manual,140,Gasolina
903,3000,Renault Megane 1999,Gasolina,1999,189000,Manual,107,Gasolina
904,3000,Renault Kangoo 2000,Diésel,2000,216000,Manual,75,Diésel
905,15490,Renault Megane GT Energy TCe 151kW (205CV) EDC,Gasolina,2016,123889,Automático,205,Gasolina
906,18490,Renault Kadjar Zen Blue dCi 85kW (115CV) EDC,Diésel,2019,30650,Automático,115,Diésel
907,17990,Renault Scénic Limited TCe 103kW (140CV) EDC GPF,Gasolina,2019,32200,Automático,140,Gasolina
908,12545,Renault Twingo Zen Energy TCe 66 kW (90 CV),Gasolina,2018,18086,Manual,90,Gasolina
909,9890,Renault Twingo LIFE 0.9 SCE 65,Gasolina,2021,28800,Manual,65,Gasolina
910,1800,Renault Vel Satis 2005,Gasolina,2005,143000,Automático,241,Gasolina
911,20800,Renault Express Advance,Diésel,2023,15,Manual,95,Diésel
912,18500,Renault Clio Techno,Gasolina,2023,7000,Manual,91,Gasolina
913,15900,Renault Clio Evolution,Gasolina,2023,3000,Manual,91,Gasolina
914,21000,Renault Captur Techno,Gasolina,2023,9000,Manual,91,Gasolina
915,22990,Renault Arkana 2022 ETIQUETA ECO,Gasolina,2022,59000,Manual,140,Gasolina
916,4000,Renault Grand Scenic 2006,Diésel,2006,187000,Manual,130,Diésel
917,8990,Renault Twingo TWINGO ZEN SCE,Gasolina,2020,50370,Manual,65,Gasolina
918,12400,Renault Grand Scenic 2016,Gasolina,2016,123500,Manual,132,Gasolina
919,13900,Renault Talisman 2018 ST ZEN ENERGY 160 C.V.,Diésel,2018,160000,Automático,160,Diésel
920,10990,Renault Clio Sp. T. Limited TCe 66kW (90CV) -18,Gasolina,2019,52479,Manual,90,Gasolina
921,13818,Renault Megane Tech Road Energy TCe 97 kW (130 CV),Gasolina,2018,36680,Manual,130,Gasolina
922,3500,RENAULT MEGANE - AUTHENTIQUE 1.9 DCI,Diésel,2006,238000,Manual,130,Diésel
923,2750,Laguna 1.8i 16v Pegatina B 131.000km,Gasolina,2002,130000,Manual,123,Gasolina
925,11900,RENAULT MASTER 2800 L1 H1 2.3 DCI 110CV AÑO 01/2018 CON 222.000KM TLF: 615270360,Diésel,2018,222000,Manual,110,Diésel
926,5900,Renault Megane 2014,Diésel,2014,177000,Manual,110,Diésel
927,2500,Renault Grand Scenic 2004,Diésel,2004,214000,Manual,120,Diésel
928,9500,Renault Clio Technofeel,Diésel,2014,84500,Manual,90,Diésel
929,25900,Renault Megane Techno,Diésel,2023,2000,Manual,116,Diésel
930,18990,Renault Trafic Furgon 27 L1 H1 Energy BluedCi 145cv,Diésel,2020,73114,Manual,145,Diésel
931,18990,Renault Trafic Furgón 27 L1H1 Energy BluedCi 107 kW,Diésel,2020,112906,Manual,145,Diésel
932,22300,Renault Captur Techno,Gasolina,2023,7900,Manual,91,Gasolina
933,22000,Renault Captur Techno,Gasolina,2023,5800,Manual,91,Gasolina
934,21900,Renault Captur Zen,Gasolina,2022,28000,Manual,91,Gasolina
935,27500,Renault Arkana Techno,Gasolina,2022,10000,Automático,140,Gasolina
936,17700,Renault Grand Scénic (O) Blue dCi 110 kW (150CV) - SS,Diésel,2019,113075,Manual,150,Diésel
937,3800,Renault Scenic 2010,,2010,198000,Manual,130,
938,15990,Renault Captur Zen TCe GPF 96kW (130CV),Gasolina,2020,34342,Manual,130,Gasolina
939,13990,Renault Megane GRANDTOURER 1.3 TCE 140 GPF ZEN,Gasolina,2019,103808,Manual,140,Gasolina
940,12490,Renault Captur Zen TCe GPF 96kW (130CV),Gasolina,2018,92064,Manual,130,Gasolina
941,11890,Renault Captur Intens Energy TCe 120 EDC Euro 6,Gasolina,2016,86000,Automático,120,Gasolina
942,16490,Renault Kadjar Limited GPF TCe 103kW (140CV),Gasolina,2021,55496,Manual,140,Gasolina
943,15990,Renault Captur Zen TCe GPF 96kW (130CV),Gasolina,2020,34342,Manual,130,Gasolina
944,12990,Renault Clio RS Line TCe 74 kW (100CV),Gasolina,2020,57000,Manual,100,Gasolina
945,13990,Renault Megane GRANDTOURER 1.3 TCE 140 GPF ZEN,Gasolina,2019,103808,Manual,140,Gasolina
946,8490,Renault Clio Limited Energy TCe 66kW (90CV),Gasolina,2017,94935,Manual,90,Gasolina
947,1300,Renault Laguna 2005,Diésel,2005,530000,Manual,120,Diésel
948,12909,Renault Megane Sport Tourer Tech Road Energy TCe 97 kW (130 CV),Gasolina,2017,85579,Manual,130,Gasolina
949,2200,Renault Scenic 1.6 2006,Gasolina,2006,215000,Manual,110,Gasolina
950,4900,Renault Laguna 2014,Diésel,2014,160000,Manual,110,Diésel
951,700,Renault Laguna 1998,Gasolina,1998,190,Manual,90,Gasolina
952,13990,Renault Clio Renault Sport 200 EDC,Gasolina,2015,150201,Automático,200,Gasolina
953,9850,Renault Captur 0.9 TCe Zen Energy 90cv 5P S/S,Gasolina,2015,126000,Manual,90,Gasolina
954,1950,Renault Megane 2004,Diésel,2004,172590,Manual,100,Diésel
955,14490,Renault Kangoo ZEN,Diésel,2019,92134,Manual,116,Diésel
956,19900,Renault Talisman Initiale Paris 2017 Automático,Diésel,2017,108770,Automático,160,Diésel
957,6900,Renault Clio 2016,Diésel,2016,165000,Manual,75,Diésel
958,10500,Renault Scenic 2017,Diésel,2017,172000,Manual,110,Diésel
959,14990,Renault Grand Scénic Zen Energy dCi 81kW (110CV),Diésel,2018,109414,Manual,110,Diésel
960,14300,Renault Espace 2017,Diésel,2017,155000,Manual,130,Diésel
961,44900,Renault Espace Initiale Paris,Diésel,2022,15000,Automático,189,Diésel
962,14000,Renault Grand Kangoo 2020,Diésel,2020,63000,Manual,95,Diésel
963,1800,Renault Laguna 2007,Diésel,2006,372126,Manual,130,Diésel
964,13790,Renault Grand Scénic BOSE Energy TCe 96kW (130CV) 7p E6,Gasolina,2017,60000,Manual,130,Gasolina
966,9900,Renault Clio 2018,Diésel,2018,108000,Manual,90,Diésel
967,13990,Renault Trafic 2018,Diésel,2018,250000,Manual,125,Diésel
968,3999,Renault Master 2008,Diésel,2008,369000,Manual,120,Diésel
969,14500,RENAULT Clio RENAULT Clio TCe Zen 67kW,Gasolina,2021,34000,,91,Gasolina
970,22490,Renault Arkana 1.6 HEV 143CV TECHNO,,2022,37000,Automático,140,
971,11990,Renault Captur Life TCe 66kW (90CV),Gasolina,2019,64017,Manual,90,Gasolina
972,10840,Renault Clio Zen TCe 74 kW (100CV),Gasolina,2019,40449,Manual,100,Gasolina
973,14990,Renault Grand Scenic 2017,Diésel,2017,98000,Manual,160,Diésel
974,8500,Renault Trafic 2016,Diésel,2016,250000,Manual,115,Diésel
975,10200,RENAULT Clio RENAULT Clio TCe Life 55kW,Gasolina,2019,80000,,91,Gasolina
976,3500,Renault Scenic 2005,Diésel,2005,210000,Manual,105,Diésel
978,2500,Renault Clio 2007,Gasolina,2007,185000,Manual,75,Gasolina
979,7900,Renault Clio ETIQUETA B *UNICO DUEÑO*,Diésel,2013,145000,Manual,90,Diésel
980,4200,Renault Megane 2006 con pegatina medioambiental C,Gasolina,2006,82030,Manual,135,Gasolina
981,3990,Renault Laguna 2009,Gasolina,2009,259000,Automático,175,Gasolina
982,14000,Renault Clio 2007,Gasolina,2007,103000,Manual,200,Gasolina
983,6490,Renault Twingo Intens Energy SCe 52kW (70CV),Gasolina,2018,67703,Manual,70,Gasolina
984,10490,Renault Megane Limited Energy TCe 74kW (100CV),Gasolina,2018,69381,Manual,100,Gasolina
985,11490,Renault Megane Limited Energy TCe 74kW (100CV),Gasolina,2018,79931,Manual,100,Gasolina
986,19490,Renault Captur Zen TCe 140CV GPF Micro Híbrido,,2022,41500,Manual,140,Hybrid
988,1500,Renault Megane 2004,Diésel,2004,200000,Manual,120,Diésel
989,2100,Renault Megane 1999,,1999,190270,Manual,110,
990,17350,Renault Megane Zen TCe 103 kW (140 CV) GPF,Gasolina,2020,41348,Manual,140,Gasolina
991,2700,Renault Megane 2003,Gasolina,2003,150000,Manual,115,Gasolina
993,17890,Renault Kadjar Black Edition Blue dCi 110kW (150CV) 4x2,Diésel,2020,98289,Manual,150,Diésel
994,16700,RENAULT Clio RENAULT Clio TCe Techno 67kW,Gasolina,2023,17000,,91,Gasolina
995,2300,Renault Megane 2005,Gasolina,2005,151000,Manual,115,Gasolina
996,11990,Renault Megane TECH ROAD Energy TCe 97kW (130CV),Gasolina,2017,87000,Manual,130,Gasolina
997,1700,Renault Modus 2004,Diésel,2004,140000,Manual,82,Diésel
998,9450,Renault Captur Intens Energy SANDS TCe 66 kW (90 CV),Gasolina,2014,100400,Manual,90,Gasolina
999,6000,Renault Trafic 2004 H1L1,Diésel,2004,410648,Manual,135,Diésel
1000,15500,Renault Clio 2007,Gasolina,2007,153000,Manual,200,Gasolina
1001,2100,Renault Megane 2008,Diésel,2008,350000,Manual,105,Diésel
1002,14200,Renault Trafic 2014,Diésel,2014,265000,Manual,11290,Diésel
1003,18000,SEAT Leon 2010 NO QUIERO CAMBIOS!!!,Gasolina,2010,100000,Manual,265,Gasolina
1004,1600,Renault Scenic 2003,Diésel,2003,240000,Manual,105,Diésel
1005,25990,RENAULT Arkana RENAULT Arkana 1.3 TCe Techno EDC 103kW,Gasolina,2023,5000,,140,Gasolina
1006,8990,Renault Grand Scenic 2014,Diésel,2014,159000,Manual,130,Diésel
1007,7990,Renault Kangoo 2018,Diésel,2018,199000,Manual,90,Diésel
1008,13390,Renault Clio Equilibre TCe 67 kW (91CV) - 5 P (2023),Gasolina,2023,12000,Manual,90,Gasolina
1009,14990,Renault Megane GT Line TCe GPF 117 kW (160CV) EDC,Gasolina,2019,144463,Automático,160,Gasolina
1010,19490,Renault Kadjar ZEN TCE 103kW (140CV) EDC - 5 P,Gasolina,2020,39990,Automático,140,Gasolina
1011,22500,Renault Megane 2010,Gasolina,2010,54500,Manual,250,Gasolina
1013,18090,Renault Megane GT Line TCe GPF 103 kW (140 CV),Gasolina,2019,19193,Manual,140,Gasolina
1014,3000,Renault Grand Scenic 2007,Diésel,2007,198000,Manual,105,Diésel
1015,18490,Renault Clio Initiale Paris E-Tech Híbrido 103 kW,Gasolina,2021,44961,Automático,140,Hybrid
1016,14000,Renault Talisman 2019,Diésel,2019,73000,Manual,120,Diésel
1017,10490,Renault Captur Zen Energy TCe 88kW (120CV) EDC - 5 P,Gasolina,2016,116000,Automático,120,Gasolina
1018,17490,Renault Captur Zen dCi 85kW (116CV) EDC - 5 P (2020),Diésel,2020,59490,Automático,116,Diésel
1021,20590,Renault Trafic 2.0 ENERGY BLUEDCI 88KW 27 L1H1 120 4P,Diésel,2021,50972,Manual,120,Diésel
1022,1600,Renault Megane 2004,Diésel,2004,323000,Manual,100,Diésel
1023,3800,Renault Kangoo 2008,Diésel,2008,280000,Manual,60,Diésel
1024,1400,Renault Kangoo 2002,Diésel,2002,280000,Manual,65,Diésel
1025,7900,Renault Megane 2013,Gasolina,2013,100000,Manual,115,Gasolina
1026,6500,Renault Megane 2.0TCE 180CV,Gasolina,2011,120000,Manual,180,Gasolina
1027,2499,Renault Megane 2004,Diésel,2004,290,Manual,120,Diésel
1028,1500,Renault Kangoo 2001,Diésel,2001,240120,Manual,80,Diésel
1029,4500,Renault Megane 2008,Diésel,2008,209000,Manual,105,Diésel
1030,24290,Renault Megane RS TCe 205 kW (280CV) EDC GPF - 5 P (2019),Gasolina,2018,124000,Automático,280,Gasolina
1031,2200,Renault Scenic 2002,Gasolina,2002,186000,Manual,140,Gasolina
1032,23990,Renault Trafic Combi TRAFIC Passenger 125CV 1.6 DCI EDI 5p.,Diésel,2017,76846,Manual,125,Diésel
1033,3500,Renault Megane carbio 2008,Diésel,2008,340000,Manual,130,Diésel
1034,2499,Renault Vel Satis 2004,Gasolina,2004,121000,Manual,165,Gasolina
1035,1500,Renault Megane 2007,Diésel,2007,331000,Manual,105,Diésel
1036,12490,Renault Express 55 kW / 75 CV,Diésel,2021,44450,Manual,75,Diésel
1037,6500,Renault Megane 2011,Diésel,2011,256000,Manual,110,Diésel
1038,12490,Renault Express 55 kW / 75 CV,Diésel,2021,44450,Manual,75,Diésel
1039,18091,Renault Kadjar Intens Blue dCi 85 kW (115 CV),Diésel,2020,37316,Manual,115,Diésel
1041,2000,Renault Megane 2006,Diésel,2006,280000,Manual,120,Diésel
1042,14900,RENAULT TRAFIC FURGON 29 L2H1 ENERGY BLUE DCI 170CV,Diésel,2020,99000,Manual,125,Diésel
1043,49900,Rimor Hygge 95 Plus 2021,Diésel,2021,53171,Manual,145,Diésel
1044,1850,Renault Kangoo 1999,Diésel,1999,90000,Manual,75,Diésel
1045,4750,Renault Laguna 2010,Diésel,2010,335,Manual,110,Diésel
1046,799,Renault Scenic 2004,Diésel,2004,2300000,Manual,120,Diésel
1047,3200,Renault Scenic 2010,Diésel,2010,280,Manual,130,Diésel
1048,16227,Renault Captur Life TCe 74 kW (100 CV),Gasolina,2020,7329,Manual,100,Gasolina
1049,5990,Renault Trafic 2013,Diésel,2013,418000,Manual,115,Diésel
1050,1500,Renault Espace 2000,Diésel,2000,305000,Manual,115,Diésel
1051,11500,Renault Megane 2019,,2019,109564,Manual,140,
1053,11890,Renault Kangoo Profesional 1.5dCi 75cv,Diésel,2019,103000,Manual,75,Diésel
1055,3300,Renault Laguna 2003,Gasolina,2003,128000,Manual,135,Gasolina
1056,5999,Renault Megane 2009,Gasolina,2009,97000,Manual,100,Gasolina
1057,3999,Renault Scenic 2008,Gasolina,2008,187000,Manual,110,Gasolina
1058,3180,Renault Laguna 2008,Gasolina,2008,235889,Manual,140,Gasolina
1059,6990,Renault Clio Bussines Energy (Oportunidad),Diésel,2015,186000,Manual,75,Diésel
1060,4900,Renault Clio 2007,Diésel,2007,156000,Manual,85,Diésel
1061,15740,Renault Captur CAPTUR BLUE 1.5 DCI 115 EDC INTENS,Diésel,2021,93641,Automático,85,Diésel
1062,20990,Renault Kadjar Business Blue dCi 85kW (115CV) EDC,Diésel,2022,44278,Automático,115,Diésel
1063,3200,Renault Clio 2008,,2008,208000,Manual,100,
1064,8300,Renault Clio 2018,Diésel,2018,108000,Manual,75,Diésel
1065,9955,Renault Captur Zen Energy TCe 66 kW (90 CV),Gasolina,2016,129782,Manual,90,Gasolina
1066,12990,Renault Clio Zen TCe 74 kW (100CV),Gasolina,2020,60000,Manual,100,Gasolina
1068,8600,Renault Kangoo Fungon 1.5 75 c.v. 2019,Diésel,2019,102800,Manual,75,Diésel
1069,25490,Renault Arkana Arkana 1.6 E-Tech Techno 105kW,Eléctrico,2022,31926,Automático,145,Eléctrico
1070,12990,Renault Mégane Mégane 1.5dCi Blue Business 85kW,Diésel,2019,108846,Manual,115,Diésel
1072,17500,Renault Espace 2018,Diésel,2018,187000,Automático,160,Diésel
1073,13850,Renault Express 1.5 DCI 75cv 4P S/S SOLO VENTA PROFESIONALES,Diésel,2022,60300,Manual,75,Diésel
1074,10990,Renault Clio 0.9 TCe Business,Gasolina,2019,37539,Manual,75,Gasolina
1075,21490,Renault Megane S.T. Zen E-TECH Híbrido ench. 117kW,,2021,53096,Automático,160,Hybrid
1076,21490,Renault Megane S.T. Zen E-TECH Híbrido ench. 117kW,,2021,53096,Automático,160,Hybrid
1077,9000,Renault Megane 1.5dCi 110cv 2016,Diésel,2016,150000,Manual,110,Diésel
1078,3000,Renault Megane 2003,Gasolina,2003,142700,Manual,115,Gasolina
1079,14490,Renault Kadjar Zen Blue dCi 85kW (115CV),Diésel,2019,125019,Manual,115,Diésel
1080,8740,Renault Clio Limited Energy TCe 66kW (90CV),Gasolina,2016,124452,Manual,90,Gasolina
1081,15990,Renault Espace Zen Energy dCi 160 Twin Turbo EDC,Diésel,2015,119824,Automático,160,Diésel
1082,1100,Renault Clio 1998,Diésel,1998,190000,Manual,65,Diésel
1083,10000,Renault ZOE 2017,Eléctrico,2017,90000,Automático,77,Eléctrico
1084,400,Renault 6 para piezas,Gasolina,1983,61981,Manual,50,Gasolina
1085,2200,Renault Megane 2005,Diésel,2005,198000,Manual,100,Diésel
1086,2800,Renault Clio 2006,Diésel,2006,218000,Manual,85,Diésel
1087,2200,Renault Laguna 2012,Diésel,2012,400000,Manual,110,Diésel
1088,6528,Fiat Fiorino 1.3 80CV Professional multijet2,Diésel,2017,168689,Manual,80,Diésel
1089,10890,Renault Clio Zen Energy dCi 66kW (90CV) EDC,Diésel,2017,46400,Automático,90,Diésel
1090,11490,Renault Clio Business SCe 49 kW (67CV),Gasolina,2021,68561,Manual,65,Gasolina
1091,16590,Renault Espace Zen Energy TCe 147kW (200CV) EDC,Gasolina,2016,129285,Automático,200,Gasolina
1092,2000,Renault Kangoo 1998,Diésel,1998,385000,Manual,65,Diésel
1093,7500,Renault Clio 2020,Diésel,2020,180000,Manual,86,Diésel
1094,18500,Renault Espace Initiale Paris 160cv 7 plazas 2017,Diésel,2017,172000,Automático,160,Diésel
1095,11850,Renault Megane ST TCe GT Style 85 kW (115 CV),Gasolina,2014,37409,Manual,115,Gasolina
1096,1500,Renault Laguna 2006,Gasolina,2006,23000,Manual,115,Gasolina
1097,1000,Renault Megane 1999,Gasolina,1999,238119,Manual,110,Gasolina
1098,11990,Renault Clio Clio 1.5dCi Energy Limited 55kW,Diésel,2019,85855,Manual,75,Diésel
1099,5000,Renault Megane 2009,Diésel,2009,190000,Manual,105,Diésel
1100,41990,Renault Trafic Authentic En. Blue dCi 110kW(150CV) EDC,Diésel,2023,2186,Automático,150,Diésel
1101,3000,Renault Megane 2008,Gasolina,2008,324000,Manual,100,Gasolina
1103,11990,Renault Clio Intens 1.5 dCi 85cv 6 vel. *IVA deducible* *Modelo nuevo* *2021* *107.000 km* *175€/mes*,Diésel,2020,107000,Manual,85,Diésel
1104,950,Renault Megane 1999,Gasolina,1999,204000,Manual,95,Gasolina
1105,9990,Renault Clio Limited TCe 66kW (90CV) -18,Gasolina,2019,59607,Manual,90,Gasolina
1106,8990,Renault Grand Scénic Selection Energy TCe 115 5p,Gasolina,2015,138790,Manual,115,Gasolina
1107,10990,Renault Zoe Zoe Life 40 R90 68kW,Eléctrico,2018,89526,Automático,90,Eléctrico
1108,10490,Renault Zoe Zoe Life 40 R90 68kW,Eléctrico,2018,69391,Automático,90,Eléctrico
1109,15990,Renault Trafic furgoneta caja 120cv,Diésel,2021,169000,Manual,120,Diésel
1110,4900,Renault Clio 2007,Gasolina,2007,46000,Manual,100,Gasolina
1111,1850,Renault Laguna 2007,Diésel,2007,33400000,Manual,150,Diésel
1112,4250,Renault Fluence 1.5 dCi Dynamique 105cv 4P,Diésel,2010,242000,Manual,105,Diésel
1114,7200,Renault Megane 2010,Diésel,2010,170000,Manual,130,Diésel
1115,12990,Renault Clio Equilibre TCe 67 kW (91CV),Gasolina,2022,20200,Manual,90,Gasolina
1116,12990,Renault Captur Intens TCe 74kW (100CV),Gasolina,2020,103208,Manual,100,Gasolina
1117,12990,Renault Clio Equilibre TCe 67 kW (91CV),Gasolina,2022,20200,Manual,90,Gasolina
1118,2000,Renault Kangoo 2009,Diésel,2009,360000,Manual,70,Diésel
1119,12990,Renault Kadjar S-Edition Energy TCe 97kW (130CV),Gasolina,2018,74000,Manual,130,Gasolina
1120,12990,Renault Clio Serie limitada Limited TCe 67 kW (91CV),Gasolina,2021,59945,Manual,90,Gasolina
1121,9490,Renault Clio 2020,Diésel,2020,150000,Manual,86,Diésel
1122,2900,Renault Scenic 2007,Diésel,2007,232000,Manual,130,Diésel
1123,16400,Renault Clio 1.0 TCE 90CV Techno,Gasolina,2023,40808,Manual,90,Gasolina
1124,2100,Renault Megane 2006,Diésel,2006,214800,Manual,120,Diésel
1125,7490,Renault Kangoo Life Edition One 1.5 Blue dCi 55kW(75CV),Diésel,2019,88753,Manual,75,Diésel
1126,26990,Renault Megane RS TCe 205 kW (280CV) EDC GPF - 5 P (2019),Gasolina,2018,74597,Automático,279,Gasolina
1127,500,Renault Megane 1999,Gasolina,1999,200000,Manual,110,Gasolina
1129,16890,Renault Captur 1.6 E-TECH PLUG-IN 160 INTENS,,2021,117839,Automático,92,
1130,8900,Renault Laguna dCi 130 Energy Dynamique TomTom eco2 96 kW (130 CV),Diésel,2012,136835,Manual,130,Diésel
1131,20990,Renault Megane Sp. Tourer GT En. TCe 151kW (205CV) EDC,Gasolina,2018,40000,Automático,205,Gasolina
1132,10490,DACIA SANDERO STEPWAY ESSENTIAL TCE 90CV,Gasolina,2019,63720,Manual,90,Gasolina
1133,1300,Renault Megane 2005,Diésel,2005,306000,Manual,120,Diésel
1134,1000,Renault Megane 2003,Diésel,2003,184000,Manual,120,Diésel
1135,6900,Renault Clio GORDINI,Diésel,2012,210000,Manual,1050,Diésel
1136,13490,Toyota Yaris Hybrid Active,,2019,119000,Automático,101,Hybrid
1137,12190,Renault Captur Captur TCe Energy Zen 66kW,Gasolina,2018,80775,Manual,90,Gasolina
1138,15890,Renault Talisman Business TCe 117 kW (160CV) EDC GPF,Gasolina,2019,47700,Automático,160,Gasolina
1139,16990,Renault Megane Business TCe 103 kW (140CV) GPF -SS,Gasolina,2018,67577,Manual,140,Gasolina
1140,11490,Renault Clio Clio 1.5dCi Energy Business 55kW,Diésel,2019,56483,Manual,75,Diésel
1142,1990,Renault Grand Scenic 2008,Gasolina,2008,215000,Manual,110,Gasolina
1144,17990,DACIA SPRING EXPRESSION ELECTRIC 45 (33KW) 2023,Eléctrico,2023,25,Automático,45,Eléctrico
1145,17500,Renault Grand Scenic 2019,Gasolina,2019,160000,Automático,140,Gasolina
1146,850,Renault Megane 2005,Diésel,2005,280000,Manual,100,Diésel
1147,2900,Renault Scenic 2007,Diésel,2007,218000,Manual,105,Diésel
1148,5300,Renault Twingo 2016,,2016,70000,Manual,90,
1149,1699,RenaultScenic 167klm pegatina B,Gasolina,2003,167000,Manual,98,Gasolina
1150,13490,Renault Captur Intens TCe 74kW (100CV) GLP,Otros,2020,96222,Manual,100,Otros
1151,12790,Renault Megane Business Blue dCi 81 kW (115CV),Diésel,2020,90000,Manual,115,Diésel
1152,13990,Renault Megane Business Blue dCi 85 kW (115CV),Diésel,2021,92258,Manual,115,Diésel
1153,16490,Renault Scénic Intens Energy TCe 103kW (140CV),Gasolina,2018,30068,Manual,140,Gasolina
1154,9990,Renault Clio Limited TCe 66kW (90CV) -18,Gasolina,2019,61590,Manual,90,Gasolina
1155,17490,Renault Megane S.T. GT Line TCe 117 kW (160CV) EDC GPF,Gasolina,2019,40000,Automático,160,Gasolina
1156,4300,Renault Laguna 2008,Diésel,2008,180000,Manual,130,Diésel
1157,11990,Renault Kangoo Kangoo Combi Profesional,Diésel,2019,95758,Manual,75,Diésel
1158,6900,Renault Megane 2012,Diésel,2012,184000,Manual,110,Diésel
1159,17990,Renault Clio Clio E-TECH Híbrido SL103kW,Eléctrico,2021,67873,Automático,140,Hybrid
1160,17590,Renault Clio Clio E-TECH Híbrido Intens 103kW,Eléctrico,2021,54006,Automático,140,Hybrid
1161,13990,Renault Clio Zen energy 120CV,Gasolina,2018,61707,Automático,120,Gasolina
1163,4199,Renault Kangoo 2010,Diésel,2010,276000,Manual,85,Diésel
1164,2990,Renault Kangoo 2007,Diésel,2007,299000,Manual,84,Diésel
1165,18990,Renault Captur Zen E-TECH Híbrido Enchufable 1.6 160cv. *IVA deducible* *Pegatina Cero* *Híbrido enchufable*,,2022,70000,Automático,160,Hybrid
1166,3000,Renault Clio 2007,Diésel,2007,150000,Manual,65,Diésel
1167,7520,"Citroen Berlingo 100 CABALLOS,Puerta lateral.",Diésel,2019,115000,Manual,100,Diésel
1168,9990,Renault Clio Authentique 1.2 16v 75 Euro 6,Gasolina,2016,109700,Manual,75,Gasolina
1169,20730,Renault Arkana Intens TCe 103kW(140CV) EDC Microhíbrido,,2021,40958,Automático,140,Hybrid
1170,18490,Renault Talisman Zen Blue dCi 118kW (160CV) EDC,Diésel,2019,70000,Automático,160,Diésel
1171,9990,Renault Clio Authentique 1.2 16v 75 Euro 6,Gasolina,2016,109700,Manual,75,Gasolina
1172,16500,Renault Trucks Mascott 2008,Diésel,2008,620000,Manual,156,Diésel
1173,9890,Renault Kangoo Kangoo Fg. 1.5dCi Profesional 55kW,Diésel,2018,74738,Manual,75,Diésel
1174,11200,Renault Talisman 2019,Diésel,2019,179900,Manual,120,Diésel
1175,4500,Renault Grand Espace 2007,Diésel,2007,325760,Manual,150,Diésel
1176,6200,Renault Kangoo 2014,Diésel,2014,218000,Manual,75,Diésel
1177,7500,Renault Clio 2019,Diésel,2019,309000,Manual,86,Diésel
1178,33000,Renault Espace 2022,Diésel,2022,98000,Automático,189,Diésel
1179,1990,Renault Scenic 2009,Gasolina,2009,215000,Manual,110,Gasolina
1180,7500,Renault Koleos 2010,Diésel,2010,145000,Manual,150,Diésel
1181,1900,Renault Megane 2006,Diésel,2006,164000,Manual,105,Diésel
1182,39990,Renault Espace 2023,Gasolina,2023,6700,Automático,199,Gasolina
1183,5371,"Citroen Berlingo! Pegatina C , puerta lateral.",Diésel,2017,160000,Manual,75,Diésel
1184,15200,Renault Trucks Magnum 2012,,2012,1111300,Automático,480,
1185,4200,Renault Scenic 2013,Diésel,2013,3160000,Manual,130,Diésel
1186,9250,Renault Kangoo 1.5 DCI Profesional 75cv 4P,Diésel,2016,69500,Manual,75,Diésel
1187,3000,Renault Scenic 2005,Diésel,2005,148200,Manual,120,Diésel
1188,2500,Renault Megane 2006,,2006,28000,,105,
1189,6450,Renault Megane 2013,Gasolina,2013,147000,Manual,115,Gasolina
1190,2750,Renault Scenic 2009,Diésel,2009,300000,Manual,105,Diésel
1191,25800,Renault Trafic 2.0 DCI 110CV L2H1,Diésel,2022,65080,Manual,110,Diésel
1192,1500,Renault Megane 2004,Diésel,2004,270000,Manual,120,Diésel
1194,14490,Renault Talisman S.T. Zen Energy dCi 118kW (160CV) TT EDC,Diésel,2018,124395,Automático,160,Diésel
1195,22490,Renault Master Furgon L3H3 2.3 150CV,Diésel,2020,105000,Manual,150,Diésel
1196,28990,Renault Austral Austral 1.3 TCe Mild Hybrid Techno 103kW,,2024,5,Manual,140,Hybrid
1197,7400,Renault Kangoo 2019,Diésel,2019,210000,Manual,95,Diésel
1198,2200,Renault Twingo 2007,Gasolina,2007,250000,Manual,60,Gasolina
1199,7100,Renault Clio 2012,,2012,137000,Manual,90,
1200,5700,Renault Grand Scenic 2011,Diésel,2011,217000,,130,Diésel
1201,6600,Renault Kangoo 2012,Diésel,2012,180000,Manual,110,Diésel
1202,4000,Renault Megane 2007,Gasolina,2007,157000,Manual,110,Gasolina
1203,5950,Peugeot Partner 2018.Financiamos 100 por 100,Diésel,2018,125000,Manual,75,Diésel
1204,4300,Renault Grand Scenic 2007,Diésel,2007,276894,Manual,130,Diésel
1205,1750,Renault Laguna 2003,Diésel,2003,246000,Manual,120,Diésel
1207,13990,Renault Talisman S.T. Business Blue dCi 118kW (160CV) EDC - 5 P,Diésel,2019,121639,Automático,160,Diésel
